day,events
2000-04-21,3682
2000-04-22,4848
2000-04-23,4803
2000-04-24,24635
2000-04-25,16254
2000-04-26,6976
2000-04-27,4154
2000-04-28,4566
2000-04-29,3516
2000-04-30,2496
2000-05-01,3841
2000-05-02,2719
2000-05-03,3878
2000-05-04,3517
2000-05-05,3718
2000-05-06,1787
2000-05-07,2589
2000-05-08,3920
2000-05-09,5821
2000-05-10,2797
2000-05-11,2576
2000-05-12,5176
2000-05-13,2475
2000-05-14,3552
2000-05-15,3061
2000-05-16,2982
2000-05-17,4952
2000-05-18,3273
2000-05-19,3354
2000-05-20,2266
2000-05-21,2785
2000-05-22,3026
2000-05-23,4052
2000-05-24,3712
2000-05-25,4937
2000-05-26,3536
2000-05-27,2906
2000-05-28,3294
2000-05-29,2490
2000-05-30,4917
2000-05-31,4923
2000-06-01,5514
2000-06-02,5138
2000-06-03,2775
2000-06-04,2478
2000-06-05,3364
2000-06-06,4396
2000-06-07,2376
2000-06-08,3708
2000-06-09,1835
2000-06-10,2954
2000-06-11,2433
2000-06-12,2801
2000-06-13,3996
2000-06-14,2322
2000-06-15,3414
2000-06-16,3502
2000-06-17,1411
2000-06-18,2298
2000-06-19,3224
2000-06-20,4133
2000-06-21,2223
2000-06-22,2593
2000-06-23,2445
2000-06-24,1631
2000-06-25,3002
2000-06-26,2817
2000-06-27,2339
2000-06-28,1662
2000-06-29,1873
2000-06-30,6693
2000-07-01,5376
2000-07-02,5956
2000-07-03,16814
2000-07-04,7850
2000-07-05,10038
2000-07-06,11030
2000-07-07,8191
2000-07-08,4010
2000-07-09,3042
2000-07-10,3559
2000-07-11,3615
2000-07-12,4567
2000-07-13,3330
2000-07-14,2557
2000-07-15,3163
2000-07-16,3759
2000-07-17,3210
2000-07-18,3244
2000-07-19,4432
2000-07-20,2118
2000-07-21,3708
2000-07-22,1721
2000-07-23,2275
2000-07-24,2430
2000-07-25,2423
2000-07-26,2277
2000-07-27,3533
2000-07-28,2893
2000-07-29,2080
2000-07-30,5417
2000-07-31,10459
2000-08-01,12571
2000-08-02,13139
2000-08-03,27742
2000-08-04,12611
2000-08-05,14419
2000-08-06,10846
2000-08-07,8497
2000-08-08,9999
2000-08-09,8070
2000-08-10,8501
2000-08-11,9976
2000-08-12,6968
2000-08-13,5318
2000-08-14,7689
2000-08-15,8480
2000-08-16,6004
2000-08-17,3051
2000-08-18,8293
2000-08-19,5353
2000-08-20,4614
2000-08-21,3911
2000-08-22,7095
2000-08-23,6405
2000-08-24,4283
2000-08-25,4489
2000-08-26,2196
2000-08-27,5589
2000-08-28,4896
2000-08-29,3902
2000-08-30,4710
2000-08-31,3057
2000-09-01,2572
2000-09-02,3065
2000-09-03,4637
2000-09-04,3740
2000-09-05,4221
2000-09-06,3990
2000-09-07,4393
2000-09-08,2673
2000-09-09,2175
2000-09-10,4176
2000-09-11,3080
2000-09-12,3272
2000-09-13,3389
2000-09-14,2835
2000-09-15,1805
2000-09-16,1126
2000-09-17,1978
2000-09-18,2209
2000-09-19,2642
2000-09-20,1500
2000-09-21,1350
2000-09-22,2151
2000-09-23,1542
2000-09-24,2170
2000-09-25,1292
2000-09-26,3240
2000-09-27,1961
2000-09-28,1447
2000-09-29,1989
2000-09-30,1725
2000-10-01,2644
2000-10-02,3252
2000-10-03,2713
2000-10-04,1680
2000-10-05,1778
2000-10-06,1941
2000-10-07,1130
2000-10-08,1065
2000-10-09,2031
2000-10-10,2388
2000-10-11,1393
2000-10-12,1056
2000-10-13,916
2000-10-14,2071
2000-10-15,2277
2000-10-16,2151
2000-10-17,2079
2000-10-18,3089
2000-10-19,2906
2000-10-20,1856
2000-10-21,1307
2000-10-22,969
2000-10-23,591
2000-10-24,3330
2000-10-25,3752
2000-10-26,2857
2000-10-27,2764
2000-10-28,988
2000-10-29,2805
2000-10-30,2799
2000-10-31,1837
2000-11-01,3250
2000-11-02,4199
2000-11-03,5287
2000-11-04,3330
2000-11-05,4588
2000-11-06,2126
2000-11-07,4326
2000-11-08,2807
2000-11-09,2371
2000-11-10,2880
2000-11-11,3177
2000-11-12,6523
2000-11-13,6041
2000-11-14,6663
2000-11-15,5667
2000-11-16,5168
2000-11-17,6034
2000-11-18,8071
2000-11-19,40912
2000-11-20,90717
2000-11-21,53514
2000-11-22,28691
2000-11-23,21748
2000-11-24,7965
2000-11-25,13716
2000-11-26,16451
2000-11-27,7823
2000-11-28,16228
2000-11-29,12209
2000-11-30,8369
2000-12-01,9149
2000-12-02,8334
2000-12-03,6154
2000-12-04,6096
2000-12-05,7408
2000-12-06,6573
2000-12-07,14332
2000-12-08,14599
2000-12-09,6961
2000-12-10,5542
2000-12-11,6050
2000-12-12,5012
2000-12-13,6433
2000-12-14,4563
2000-12-15,4006
2000-12-16,3635
2000-12-17,4143
2000-12-18,2892
2000-12-19,4817
2000-12-20,3718
2000-12-21,3772
2000-12-22,3942
2000-12-23,2304
2000-12-24,1795
2000-12-25,1837
2000-12-26,1580
2000-12-27,3497
2000-12-28,3933
2000-12-29,4415
2000-12-30,3506
2000-12-31,3990
2001-01-01,3320
2001-01-02,13827
2001-01-03,9989
2001-01-04,5689
2001-01-05,3763
2001-01-06,3793
2001-01-07,3168
2001-01-08,3523
2001-01-09,3991
2001-01-10,3330
2001-01-11,4486
2001-01-12,3394
2001-01-13,4997
2001-01-14,3425
2001-01-15,2369
2001-01-16,3501
2001-01-17,5195
2001-01-18,3645
2001-01-19,4533
2001-01-20,3256
2001-01-21,4154
2001-01-22,5242
2001-01-23,2916
2001-01-24,2838
2001-01-25,2946
2001-01-26,3152
2001-01-27,3834
2001-01-28,3781
2001-01-29,4363
2001-01-30,2517
2001-01-31,2753
2001-02-01,4790
2001-02-02,2448
2001-02-03,1885
2001-02-04,4143
2001-02-05,3822
2001-02-06,4012
2001-02-07,1801
2001-02-08,3224
2001-02-09,3237
2001-02-10,3859
2001-02-11,2215
2001-02-12,3567
2001-02-13,2423
2001-02-14,2704
2001-02-15,2140
2001-02-16,2492
2001-02-17,2347
2001-02-18,3732
2001-02-19,2147
2001-02-20,4001
2001-02-21,2781
2001-02-22,2103
2001-02-23,2677
2001-02-24,3773
2001-02-25,2079
2001-02-26,2459
2001-02-27,1955
2001-02-28,3037
2001-03-01,2829
2001-03-02,1076
2001-03-03,1200
2001-03-04,2200
2001-03-05,1705
2001-03-06,4531
2001-03-07,4216
2001-03-08,2280
2001-03-09,1312
2001-03-10,2410
2001-03-11,2120
2001-03-12,3305
2001-03-13,3192
2001-03-14,2611
2001-03-15,3626
2001-03-16,2115
2001-03-17,1841
2001-03-18,2116
2001-03-19,1308
2001-03-20,2233
2001-03-21,1504
2001-03-22,2133
2001-03-23,1988
2001-03-24,2016
2001-03-25,3215
2001-03-26,1638
2001-03-27,1691
2001-03-28,2189
2001-03-29,2505
2001-03-30,1083
2001-03-31,3147
2001-04-01,3698
2001-04-02,3775
2001-04-03,3328
2001-04-04,1888
2001-04-05,2287
2001-04-06,2239
2001-04-07,2557
2001-04-08,1612
2001-04-09,2409
2001-04-10,2531
2001-04-11,2671
2001-04-12,1829
2001-04-13,1693
2001-04-14,1138
2001-04-15,1441
2001-04-16,2128
2001-04-17,2574
2001-04-18,2624
2001-04-19,2093
2001-04-20,1422
2001-04-21,3580
2001-04-22,98
2001-04-23,706
2001-04-24,1222
2001-04-25,1340
2001-04-26,1990
2001-04-27,1272
2001-04-28,524
2001-04-29,2418
2001-04-30,2894
2001-05-01,1045
2001-05-02,1453
2001-05-03,1326
2001-05-04,980
2001-05-05,2070
2001-05-06,2007
2001-05-07,2270
2001-05-08,2658
2001-05-09,1864
2001-05-10,2194
2001-05-11,1847
2001-05-12,1845
2001-05-13,1344
2001-05-14,1593
2001-05-15,1892
2001-05-16,1421
2001-05-17,1280
2001-05-18,1409
2001-05-19,1067
2001-05-20,1861
2001-05-21,1682
2001-05-22,1908
2001-05-23,2003
2001-05-24,1827
2001-05-25,1871
2001-05-26,1250
2001-05-27,1537
2001-05-28,1469
2001-05-29,2158
2001-05-30,1632
2001-05-31,1506
2001-06-01,2259
2001-06-02,864
2001-06-03,1365
2001-06-04,2758
2001-06-05,2817
2001-06-06,6623
2001-06-07,6039
2001-06-08,4190
2001-06-09,2821
2001-06-10,5451
2001-06-11,8466
2001-06-12,8823
2001-06-13,6286
2001-06-14,7873
2001-06-15,6158
2001-06-16,5347
2001-06-17,3950
2001-06-18,5598
2001-06-19,8807
2001-06-20,9849
2001-06-21,10445
2001-06-22,6763
2001-06-23,4738
2001-06-24,3989
2001-06-25,6298
2001-06-26,5238
2001-06-27,6747
2001-06-28,2952
2001-06-29,4345
2001-06-30,3313
2001-07-01,4465
2001-07-02,4693
2001-07-03,6562
2001-07-04,4939
2001-07-05,6011
2001-07-06,5253
2001-07-07,4735
2001-07-08,6887
2001-07-09,5989
2001-07-10,3923
2001-07-11,6627
2001-07-12,6038
2001-07-13,5053
2001-07-14,3575
2001-07-15,4326
2001-07-16,4894
2001-07-17,5666
2001-07-18,5100
2001-07-19,4438
2001-07-20,3545
2001-07-21,3187
2001-07-22,4029
2001-07-23,6389
2001-07-24,4269
2001-07-25,5229
2001-07-26,3293
2001-07-27,4417
2001-07-28,3794
2001-07-29,3388
2001-07-30,5568
2001-07-31,4402
2001-08-01,6199
2001-08-02,4693
2001-08-03,3760
2001-08-04,3875
2001-08-05,5813
2001-08-06,5137
2001-08-07,4938
2001-08-08,3016
2001-08-09,4391
2001-08-10,3256
2001-08-11,2642
2001-08-12,3435
2001-08-13,2985
2001-08-14,3644
2001-08-15,4245
2001-08-16,3300
2001-08-17,3243
2001-08-18,2389
2001-08-19,3814
2001-08-20,2490
2001-08-21,2972
2001-08-22,3418
2001-08-23,2222
2001-08-24,2390
2001-08-25,2388
2001-08-26,2777
2001-08-27,3259
2001-08-28,2414
2001-08-29,3780
2001-08-30,1819
2001-08-31,2813
2001-09-01,2729
2001-09-02,2411
2001-09-03,3441
2001-09-04,4248
2001-09-05,2833
2001-09-06,2564
2001-09-07,1427
2001-09-08,2633
2001-09-09,2179
2001-09-10,4657
2001-09-11,4731
2001-09-12,3152
2001-09-13,3550
2001-09-14,2454
2001-09-15,1545
2001-09-16,2859
2001-09-17,3377
2001-09-18,3408
2001-09-19,3314
2001-09-20,4048
2001-09-21,4500
2001-09-22,3653
2001-09-23,3025
2001-09-24,3320
2001-09-25,2025
2001-09-26,3648
2001-09-27,3033
2001-09-28,2245
2001-09-29,2702
2001-09-30,2857
2001-10-01,2394
2001-10-02,3194
2001-10-03,5582
2001-10-04,3685
2001-10-05,4665
2001-10-06,2832
2001-10-07,980
2001-10-08,559
2001-10-09,3836
2001-10-10,1822
2001-10-11,2130
2001-10-12,2438
2001-10-13,2899
2001-10-14,2279
2001-10-15,1886
2001-10-16,1601
2001-10-17,2222
2001-10-18,1851
2001-10-19,1388
2001-10-20,2397
2001-10-21,1832
2001-10-22,2650
2001-10-23,1668
2001-10-24,1862
2001-10-25,2120
2001-10-26,1758
2001-10-27,1038
2001-10-28,2058
2001-10-29,1790
2001-10-30,1909
2001-10-31,3274
2001-11-01,1989
2001-11-02,2261
2001-11-03,3509
2001-11-04,2897
2001-11-05,1858
2001-11-06,2027
2001-11-07,2458
2001-11-08,2824
2001-11-09,5026
2001-11-10,4254
2001-11-11,4237
2001-11-12,3381
2001-11-13,3972
2001-11-14,3116
2001-11-15,3201
2001-11-16,2404
2001-11-17,3356
2001-11-18,1141
2001-11-19,3148
2001-11-20,3644
2001-11-21,1632
2001-11-22,1597
2001-11-23,2064
2001-11-24,4113
2001-11-25,3368
2001-11-26,2839
2001-11-27,3983
2001-11-28,2898
2001-11-29,2603
2001-11-30,1880
2001-12-01,3987
2001-12-02,3486
2001-12-03,3444
2001-12-04,2707
2001-12-05,2411
2001-12-06,2266
2001-12-07,2606
2001-12-08,2365
2001-12-09,5525
2001-12-10,3939
2001-12-11,2720
2001-12-12,2878
2001-12-13,1475
2001-12-14,3822
2001-12-15,1614
2001-12-16,2955
2001-12-17,2978
2001-12-18,3932
2001-12-19,2693
2001-12-20,1946
2001-12-21,2461
2001-12-22,2159
2001-12-23,3108
2001-12-24,1919
2001-12-25,2216
2001-12-26,2515
2001-12-27,1493
2001-12-28,2523
2001-12-29,2568
2001-12-30,3787
2001-12-31,4252
2002-01-01,3287
2002-01-02,3582
2002-01-03,6668
2002-01-04,3796
2002-01-05,4927
2002-01-06,3527
2002-01-07,2525
2002-01-08,2907
2002-01-09,2327
2002-01-10,5397
2002-01-11,3397
2002-01-12,2470
2002-01-13,3278
2002-01-14,3610
2002-01-15,2048
2002-01-16,3009
2002-01-17,1966
2002-01-18,2961
2002-01-19,2719
2002-01-20,3111
2002-01-21,4335
2002-01-22,3324
2002-01-23,3278
2002-01-24,2721
2002-01-25,1586
2002-01-26,1686
2002-01-27,2521
2002-01-28,2212
2002-01-29,3448
2002-01-30,1644
2002-01-31,2779
2002-02-01,3077
2002-02-02,2929
2002-02-03,3741
2002-02-04,2976
2002-02-05,2904
2002-02-06,2122
2002-02-07,3038
2002-02-08,2359
2002-02-09,1751
2002-02-10,3283
2002-02-11,8908
2002-02-12,4691
2002-02-13,2096
2002-02-14,2248
2002-02-15,2827
2002-02-16,2033
2002-02-17,3554
2002-02-18,2987
2002-02-19,2840
2002-02-20,2557
2002-02-21,2920
2002-02-22,1003
2002-02-23,1503
2002-02-24,1796
2002-02-25,1551
2002-02-26,1411
2002-02-27,1406
2002-02-28,1433
2002-03-01,1963
2002-03-02,1960
2002-03-03,3398
2002-03-04,3246
2002-03-05,3287
2002-03-06,2563
2002-03-07,3039
2002-03-08,1785
2002-03-09,880
2002-03-10,2435
2002-03-11,2834
2002-03-12,2195
2002-03-13,1653
2002-03-14,2084
2002-03-15,1475
2002-03-16,1547
2002-03-17,1427
2002-03-18,1618
2002-03-19,1704
2002-03-20,1869
2002-03-21,2228
2002-03-22,3364
2002-03-23,1060
2002-03-24,1387
2002-03-25,1644
2002-03-26,1573
2002-03-27,912
2002-03-28,425
2002-03-29,1664
2002-03-30,3757
2002-03-31,2589
2002-04-01,4086
2002-04-02,4446
2002-04-03,5440
2002-04-04,6230
2002-04-05,3213
2002-04-06,4080
2002-04-07,3166
2002-04-08,3061
2002-04-09,2232
2002-04-10,2210
2002-04-11,1533
2002-04-12,3271
2002-04-13,1858
2002-04-14,2183
2002-04-15,1986
2002-04-16,1507
2002-04-17,1881
2002-04-18,2313
2002-04-19,1527
2002-04-20,1738
2002-04-21,2573
2002-04-22,2834
2002-04-23,4585
2002-04-24,3711
2002-04-25,3024
2002-04-26,2975
2002-04-27,2332
2002-04-28,3632
2002-04-29,3913
2002-04-30,1837
2002-05-01,2628
2002-05-02,2224
2002-05-03,3038
2002-05-04,1737
2002-05-05,1076
2002-05-06,3030
2002-05-07,2609
2002-05-08,2803
2002-05-09,1891
2002-05-10,1696
2002-05-11,480
2002-05-12,1605
2002-05-13,2893
2002-05-14,1801
2002-05-15,2927
2002-05-16,934
2002-05-17,3783
2002-05-18,1484
2002-05-19,2448
2002-05-20,3422
2002-05-21,3462
2002-05-22,2117
2002-05-23,2411
2002-05-24,1671
2002-05-25,1411
2002-05-26,1421
2002-05-27,1427
2002-05-28,2214
2002-05-29,1648
2002-05-30,1179
2002-05-31,1176
2002-06-01,1387
2002-06-02,3013
2002-06-03,2672
2002-06-04,1701
2002-06-05,2339
2002-06-06,2352
2002-06-07,2764
2002-06-08,1253
2002-06-09,1603
2002-06-10,2280
2002-06-11,3521
2002-06-12,1534
2002-06-13,2425
2002-06-14,3677
2002-06-15,1241
2002-06-16,1209
2002-06-17,2563
2002-06-18,1857
2002-06-19,1141
2002-06-20,863
2002-06-21,659
2002-06-22,890
2002-06-23,1856
2002-06-24,1669
2002-06-25,2255
2002-06-26,2082
2002-06-27,1441
2002-06-28,2059
2002-06-29,1721
2002-06-30,2228
2002-07-01,2699
2002-07-02,2264
2002-07-03,2397
2002-07-04,1732
2002-07-05,2747
2002-07-06,1625
2002-07-07,1136
2002-07-08,2385
2002-07-09,2730
2002-07-10,1810
2002-07-11,796
2002-07-12,1154
2002-07-13,1241
2002-07-14,3076
2002-07-15,2040
2002-07-16,3084
2002-07-17,2986
2002-07-18,2047
2002-07-19,2573
2002-07-20,2584
2002-07-21,1808
2002-07-22,1578
2002-07-23,1268
2002-07-24,2917
2002-07-25,2123
2002-07-26,2083
2002-07-27,1097
2002-07-28,1596
2002-07-29,1742
2002-07-30,2056
2002-07-31,1492
2002-08-01,951
2002-08-02,2227
2002-08-03,1892
2002-08-04,2183
2002-08-05,2872
2002-08-06,3903
2002-08-07,4888
2002-08-08,2670
2002-08-09,2305
2002-08-10,2371
2002-08-11,2703
2002-08-12,2435
2002-08-13,1698
2002-08-14,1804
2002-08-15,996
2002-08-16,2348
2002-08-17,1095
2002-08-18,1067
2002-08-19,3431
2002-08-20,3989
2002-08-21,1498
2002-08-22,1912
2002-08-23,2518
2002-08-24,1426
2002-08-25,1397
2002-08-26,4151
2002-08-27,2062
2002-08-28,1291
2002-08-29,2004
2002-08-30,2182
2002-08-31,4879
2002-09-01,2406
2002-09-02,3641
2002-09-03,2605
2002-09-04,1914
2002-09-05,1991
2002-09-06,1603
2002-09-07,806
2002-09-08,1601
2002-09-09,1897
2002-09-10,1772
2002-09-11,1999
2002-09-12,2509
2002-09-13,2171
2002-09-14,1185
2002-09-15,1547
2002-09-16,1968
2002-09-17,2105
2002-09-18,1486
2002-09-19,1647
2002-09-20,1397
2002-09-21,1348
2002-09-22,2440
2002-09-23,1385
2002-09-24,2808
2002-09-25,3484
2002-09-26,1493
2002-09-27,2120
2002-09-28,1881
2002-09-29,1667
2002-09-30,1298
2002-10-01,2324
2002-10-02,2158
2002-10-03,1416
2002-10-04,1266
2002-10-05,1172
2002-10-06,1375
2002-10-07,2418
2002-10-08,1774
2002-10-09,1325
2002-10-10,2085
2002-10-11,1601
2002-10-12,680
2002-10-13,1697
2002-10-14,2260
2002-10-15,2115
2002-10-16,1820
2002-10-17,1940
2002-10-18,3065
2002-10-19,2254
2002-10-20,1431
2002-10-21,2742
2002-10-22,2756
2002-10-23,1427
2002-10-24,1569
2002-10-25,2046
2002-10-26,1631
2002-10-27,2379
2002-10-28,2602
2002-10-29,2328
2002-10-30,1216
2002-10-31,1176
2002-11-01,1736
2002-11-02,2011
2002-11-03,2966
2002-11-04,2072
2002-11-05,1641
2002-11-06,1539
2002-11-07,2197
2002-11-08,1719
2002-11-09,3579
2002-11-10,3344
2002-11-11,4657
2002-11-12,2458
2002-11-13,2988
2002-11-14,2253
2002-11-15,3824
2002-11-16,2121
2002-11-17,1137
2002-11-18,2323
2002-11-19,2018
2002-11-20,3666
2002-11-21,2221
2002-11-22,2285
2002-11-23,927
2002-11-24,2107
2002-11-25,1304
2002-11-26,1372
2002-11-27,2175
2002-11-28,901
2002-11-29,1887
2002-11-30,2476
2002-12-01,1409
2002-12-02,2157
2002-12-03,2150
2002-12-04,1161
2002-12-05,2052
2002-12-06,2439
2002-12-07,2116
2002-12-08,9662
2002-12-09,8222
2002-12-10,3097
2002-12-11,3900
2002-12-12,2474
2002-12-13,2773
2002-12-14,3070
2002-12-15,1773
2002-12-16,3660
2002-12-17,1388
2002-12-18,2448
2002-12-19,1945
2002-12-20,2889
2002-12-21,1372
2002-12-22,1938
2002-12-23,932
2002-12-24,2325
2002-12-25,1100
2002-12-26,1665
2002-12-27,1992
2002-12-28,2345
2002-12-29,2272
2002-12-30,1970
2002-12-31,2093
2003-01-01,2518
2003-01-02,2634
2003-01-03,2402
2003-01-04,1507
2003-01-05,1722
2003-01-06,3548
2003-01-07,2653
2003-01-08,1785
2003-01-09,1719
2003-01-10,2087
2003-01-11,4376
2003-01-12,4977
2003-01-13,3721
2003-01-14,5644
2003-01-15,5640
2003-01-16,5517
2003-01-17,4138
2003-01-18,4997
2003-01-19,4701
2003-01-20,3591
2003-01-21,5464
2003-01-22,3943
2003-01-23,3978
2003-01-24,3695
2003-01-25,3459
2003-01-26,4773
2003-01-27,3378
2003-01-28,3527
2003-01-29,3459
2003-01-30,2817
2003-01-31,3404
2003-02-01,2102
2003-02-02,2389
2003-02-03,4368
2003-02-04,2221
2003-02-05,5871
2003-02-06,6037
2003-02-07,4895
2003-02-08,4113
2003-02-09,4032
2003-02-10,3608
2003-02-11,2268
2003-02-12,2142
2003-02-13,3105
2003-02-14,2216
2003-02-15,2163
2003-02-16,2384
2003-02-17,2117
2003-02-18,2156
2003-02-19,2385
2003-02-20,2345
2003-02-21,2628
2003-02-22,2272
2003-02-23,2486
2003-02-24,2032
2003-02-25,3360
2003-02-26,2755
2003-02-27,5457
2003-02-28,5048
2003-03-01,2646
2003-03-02,3075
2003-03-03,3662
2003-03-04,4729
2003-03-05,5608
2003-03-06,3171
2003-03-07,3504
2003-03-08,3417
2003-03-09,4300
2003-03-10,5176
2003-03-11,6448
2003-03-12,4627
2003-03-13,2042
2003-03-14,1762
2003-03-15,1448
2003-03-16,2172
2003-03-17,1961
2003-03-18,2873
2003-03-19,3552
2003-03-20,967
2003-03-21,1361
2003-03-22,3259
2003-03-23,1873
2003-03-24,2920
2003-03-25,2169
2003-03-26,2120
2003-03-27,4384
2003-03-28,3098
2003-03-29,2053
2003-03-30,1867
2003-03-31,2899
2003-04-01,1243
2003-04-02,2928
2003-04-03,1936
2003-04-04,2168
2003-04-05,1584
2003-04-06,1975
2003-04-07,8418
2003-04-08,4080
2003-04-09,3958
2003-04-10,1934
2003-04-11,1927
2003-04-12,1152
2003-04-13,1734
2003-04-14,995
2003-04-15,563
2003-04-16,1955
2003-04-17,2501
2003-04-18,1687
2003-04-19,1376
2003-04-20,1541
2003-04-21,1990
2003-04-22,2462
2003-04-23,2373
2003-04-24,2415
2003-04-25,2776
2003-04-26,1778
2003-04-27,1788
2003-04-28,2202
2003-04-29,1854
2003-04-30,2957
2003-05-01,2963
2003-05-02,1151
2003-05-03,1377
2003-05-04,1808
2003-05-05,1812
2003-05-06,1397
2003-05-07,1320
2003-05-08,839
2003-05-09,2031
2003-05-10,1154
2003-05-11,1527
2003-05-12,1773
2003-05-13,1212
2003-05-14,1544
2003-05-15,3316
2003-05-16,4117
2003-05-17,3141
2003-05-18,2384
2003-05-19,3557
2003-05-20,3401
2003-05-21,4064
2003-05-22,4497
2003-05-23,5312
2003-05-24,3505
2003-05-25,3567
2003-05-26,4321
2003-05-27,3823
2003-05-28,3115
2003-05-29,4442
2003-05-30,4173
2003-05-31,3597
2003-06-01,4522
2003-06-02,3429
2003-06-03,1803
2003-06-04,1174
2003-06-05,3840
2003-06-06,3246
2003-06-07,2991
2003-06-08,3999
2003-06-09,4855
2003-06-10,3616
2003-06-11,3076
2003-06-12,2552
2003-06-13,2261
2003-06-14,2969
2003-06-15,2437
2003-06-16,1592
2003-06-17,2460
2003-06-18,4386
2003-06-19,2640
2003-06-20,3828
2003-06-21,1949
2003-06-22,2855
2003-06-23,2859
2003-06-24,3781
2003-06-25,2952
2003-06-26,1387
2003-06-27,2762
2003-06-28,2543
2003-06-29,1714
2003-06-30,3257
2003-07-01,1987
2003-07-02,1971
2003-07-03,1929
2003-07-04,1233
2003-07-05,2549
2003-07-06,2297
2003-07-07,3432
2003-07-08,1983
2003-07-09,5169
2003-07-10,2500
2003-07-11,2053
2003-07-12,2584
2003-07-13,2488
2003-07-14,3759
2003-07-15,2352
2003-07-16,1654
2003-07-17,2003
2003-07-18,1878
2003-07-19,1533
2003-07-20,2872
2003-07-21,2963
2003-07-22,2869
2003-07-23,1469
2003-07-24,3779
2003-07-25,2784
2003-07-26,8173
2003-07-27,4508
2003-07-28,6228
2003-07-29,5404
2003-07-30,5164
2003-07-31,3429
2003-08-01,3266
2003-08-02,3510
2003-08-03,3349
2003-08-04,3928
2003-08-05,2769
2003-08-06,1655
2003-08-07,1607
2003-08-08,2974
2003-08-09,1527
2003-08-10,3109
2003-08-11,2344
2003-08-12,1803
2003-08-13,2568
2003-08-14,2835
2003-08-15,1298
2003-08-16,1155
2003-08-17,888
2003-08-18,3043
2003-08-19,1858
2003-08-20,1637
2003-08-21,1223
2003-08-22,1757
2003-08-23,2928
2003-08-24,2481
2003-08-25,2927
2003-08-26,2670
2003-08-27,4207
2003-08-28,3039
2003-08-29,2770
2003-08-30,2820
2003-08-31,2816
2003-09-01,3819
2003-09-02,2193
2003-09-03,1751
2003-09-04,2920
2003-09-05,1572
2003-09-06,4103
2003-09-07,4401
2003-09-08,2067
2003-09-09,2504
2003-09-10,1109
2003-09-11,2219
2003-09-12,2607
2003-09-13,4568
2003-09-14,2760
2003-09-15,3384
2003-09-16,4574
2003-09-17,2416
2003-09-18,2014
2003-09-19,2009
2003-09-20,1380
2003-09-21,1533
2003-09-22,2410
2003-09-23,2842
2003-09-24,2519
2003-09-25,1787
2003-09-26,2132
2003-09-27,1160
2003-09-28,1939
2003-09-29,2070
2003-09-30,2655
2003-10-01,1872
2003-10-02,2594
2003-10-03,1739
2003-10-04,3225
2003-10-05,4384
2003-10-06,3695
2003-10-07,3277
2003-10-08,2408
2003-10-09,2174
2003-10-10,3033
2003-10-11,1999
2003-10-12,1165
2003-10-13,1892
2003-10-14,2356
2003-10-15,2063
2003-10-16,1262
2003-10-17,1657
2003-10-18,1384
2003-10-19,1024
2003-10-20,2757
2003-10-21,2277
2003-10-22,1727
2003-10-23,1562
2003-10-24,2127
2003-10-25,1598
2003-10-26,2570
2003-10-27,3832
2003-10-28,2613
2003-10-29,3466
2003-10-30,4229
2003-10-31,2021
2003-11-01,1976
2003-11-02,2566
2003-11-03,1807
2003-11-04,2895
2003-11-05,1919
2003-11-06,2904
2003-11-07,1404
2003-11-08,2354
2003-11-09,3506
2003-11-10,3470
2003-11-11,2987
2003-11-12,4553
2003-11-13,2093
2003-11-14,2262
2003-11-15,2190
2003-11-16,2308
2003-11-17,2958
2003-11-18,3580
2003-11-19,2469
2003-11-20,2365
2003-11-21,2087
2003-11-22,1923
2003-11-23,2388
2003-11-24,3150
2003-11-25,3321
2003-11-26,3737
2003-11-27,1958
2003-11-28,1988
2003-11-29,1262
2003-11-30,3076
2003-12-01,2846
2003-12-02,2756
2003-12-03,1574
2003-12-04,1463
2003-12-05,4242
2003-12-06,1833
2003-12-07,2715
2003-12-08,2576
2003-12-09,3498
2003-12-10,2276
2003-12-11,2534
2003-12-12,1615
2003-12-13,2480
2003-12-14,2617
2003-12-15,3954
2003-12-16,3302
2003-12-17,1960
2003-12-18,1282
2003-12-19,2321
2003-12-20,1270
2003-12-21,1968
2003-12-22,3985
2003-12-23,2371
2003-12-24,1759
2003-12-25,1262
2003-12-26,2170
2003-12-27,1930
2003-12-28,2868
2003-12-29,2660
2003-12-30,1958
2003-12-31,2246
2004-01-01,2956
2004-01-02,3255
2004-01-03,3593
2004-01-04,3641
2004-01-05,3154
2004-01-06,2657
2004-01-07,3188
2004-01-08,3038
2004-01-09,5236
2004-01-10,2535
2004-01-11,1646
2004-01-12,3173
2004-01-13,3555
2004-01-14,3521
2004-01-15,3739
2004-01-16,1962
2004-01-17,3438
2004-01-18,4066
2004-01-19,1717
2004-01-20,4690
2004-01-21,2955
2004-01-22,2683
2004-01-23,2252
2004-01-24,2739
2004-01-25,2911
2004-01-26,3101
2004-01-27,2997
2004-01-28,2160
2004-01-29,2890
2004-01-30,2255
2004-01-31,1195
2004-02-01,2002
2004-02-02,2129
2004-02-03,4335
2004-02-04,3191
2004-02-05,3421
2004-02-06,3355
2004-02-07,3584
2004-02-08,6151
2004-02-09,5383
2004-02-10,4728
2004-02-11,2994
2004-02-12,2492
2004-02-13,2947
2004-02-14,4060
2004-02-15,5903
2004-02-16,7901
2004-02-17,9706
2004-02-18,5387
2004-02-19,4883
2004-02-20,4204
2004-02-21,3975
